Indicador;Data;Media;Mediana;DesvioPadrao;Minimo;Maximo
IPCA Alimentação no domicílio;2022-05-06;5,9303;5,1387;3,2077;2,182;12,4266
IPCA Alimentação no domicílio;2022-05-06;7,1926;7,0194;2,8086;2,1641;17,0879
IPCA Alimentação no domicílio;2022-05-06;5,6168;5,2882;2,7144;2,182;14,7826
IPCA Alimentação no domicílio;2022-05-09;7,9549;7,4642;3,1131;2,1641;12,7867
IPCA Alimentação no domicílio;2022-05-09;6,2606;5,7112;3,0447;2,1839;12,3894
IPCA Alimentação no domicílio;2022-05-09;7,1991;7,0194;2,8089;2,1641;17,0879
IPCA Alimentação no domicílio;2022-05-09;5,4615;5,1131;2,7114;2,1839;14,5467
IPCA Alimentação no domicílio;2022-05-10;8,4496;7,4642;3,7297;2,1641;17,0879
IPCA Alimentação no domicílio;2022-05-10;6,6647;5,6569;3,5369;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-10;7,1779;7,0105;2,7811;2,1641;17,0879
IPCA Alimentação no domicílio;2022-05-10;5,3941;5,0613;2,6817;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-11;6,4931;5,3161;3,4816;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-11;6,4679;5,2978;3,4764;2,1827;14,4155
IPCA Alimentação no domicílio;2022-05-11;5,4285;5,0613;2,6494;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-11;5,4042;5,0174;2,6473;2,1699;14,4155
IPCA Alimentação no domicílio;2022-05-12;6,5967;5,7982;3,4387;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-12;6,5468;5,7292;3,4266;2,181;14,3629
IPCA Alimentação no domicílio;2022-05-12;5,4653;5,0703;2,6447;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-12;5,4169;5,0072;2,6399;2,1513;14,3629
IPCA Alimentação no domicílio;2022-05-13;6,738;6,1817;3,173;2,3807;14,4682
IPCA Alimentação no domicílio;2022-05-13;6,6534;6,0994;3,1632;2,309;14,3103
IPCA Alimentação no domicílio;2022-05-13;5,6374;5,1953;2,6943;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-13;5,5577;5,1306;2,6806;2,1328;14,3103
IPCA Alimentação no domicílio;2022-05-16;6,5592;6,1588;3,1715;2,3807;14,4682
IPCA Alimentação no domicílio;2022-05-16;6,3872;5,9842;3,1546;2,2373;14,1525
IPCA Alimentação no domicílio;2022-05-16;5,5941;5,0658;2,7062;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-16;5,4316;4,9092;2,6807;2,0771;14,1525
IPCA Alimentação no domicílio;2022-05-17;6,0703;6,0491;2,7724;2,3807;12,8567
IPCA Alimentação no domicílio;2022-05-17;5,8668;5,7798;2,782;2,2134;12,8218
IPCA Alimentação no domicílio;2022-05-17;5,5875;5,0658;2,7114;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-17;5,3995;4,8862;2,6809;2,0586;14,1
IPCA Alimentação no domicílio;2022-05-18;6,0703;6,0491;2,7724;2,3807;12,8567
IPCA Alimentação no domicílio;2022-05-18;5,8378;5,7382;2,7836;2,1896;12,8168
IPCA Alimentação no domicílio;2022-05-18;5,5875;5,0658;2,7114;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-18;5,3727;4,8632;2,6769;2,04;14,0474
IPCA Alimentação no domicílio;2022-05-19;6,0316;5,6625;2,7794;2,3807;12,8567
IPCA Alimentação no domicílio;2022-05-19;5,779;5,3986;2,7913;2,1657;12,8118
IPCA Alimentação no domicílio;2022-05-19;5,5898;5,1182;2,711;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-19;5,3482;4,8925;2,6726;2,0215;13,995
IPCA Alimentação no domicílio;2022-05-20;6,0862;5,9816;2,165;2,1845;12,8567
IPCA Alimentação no domicílio;2022-05-20;5,8186;5,9727;2,1656;2,1418;12,8068
IPCA Alimentação no domicílio;2022-05-20;6,2688;6,0127;2,5256;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-20;5,9996;5,9051;2,4928;2,1418;13,9425
IPCA Alimentação no domicílio;2022-05-23;6,1796;5,9816;2,1889;2,1845;12,8567
IPCA Alimentação no domicílio;2022-05-23;5,8146;5,9607;2,191;2,0703;12,7918
IPCA Alimentação no domicílio;2022-05-23;6,2663;6,0127;2,5221;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-23;5,9045;5,8442;2,4762;2,0703;13,7852
IPCA Alimentação no domicílio;2022-05-24;6,2492;5,996;2,1389;2,1845;12,8567
IPCA Alimentação no domicílio;2022-05-24;5,859;5,9509;2,1361;2,0464;12,7868
IPCA Alimentação no domicílio;2022-05-24;6,3091;6,0127;2,499;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-24;5,9189;5,8187;2,4484;2,0464;13,7329
IPCA Alimentação no domicílio;2022-05-25;6,2132;5,9793;2,1297;2,1845;12,8567
IPCA Alimentação no domicílio;2022-05-25;5,7879;5,7798;2,1348;2,0226;12,7818
IPCA Alimentação no domicílio;2022-05-25;6,3399;6,0127;2,4759;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-25;5,9196;5,7891;2,4236;2,0226;13,6805
IPCA Alimentação no domicílio;2022-05-26;6,2408;5,996;2,1507;2,1845;12,8567
IPCA Alimentação no domicílio;2022-05-26;5,7842;5,8965;2,1576;1,9988;12,7768
IPCA Alimentação no domicílio;2022-05-26;6,3828;6,1087;2,4835;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-26;5,9245;5,8965;2,4335;1,9988;13,6282
IPCA Alimentação no domicílio;2022-05-27;6,9184;6,3013;2,8481;2,1845;12,6334
IPCA Alimentação no domicílio;2022-05-27;6,5435;5,8984;2,8909;2,1546;12,6334
IPCA Alimentação no domicílio;2022-05-27;6,4092;6,1087;2,4811;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-27;5,9404;5,8693;2,4434;1,975;13,5759
IPCA Alimentação no domicílio;2022-05-30;6,8504;6,3013;2,8353;2,1845;12,6334
IPCA Alimentação no domicílio;2022-05-30;6,4093;5,7596;2,8932;2,1493;12,6334
IPCA Alimentação no domicílio;2022-05-30;6,4714;6,2046;2,4394;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-30;5,9051;5,8005;2,4081;1,9035;13,4192
IPCA Alimentação no domicílio;2022-05-31;6,915;6,6233;2,9667;2,1845;12,6334
IPCA Alimentação no domicílio;2022-05-31;6,5004;5,9278;2,9731;2,1475;12,6334
IPCA Alimentação no domicílio;2022-05-31;6,468;6,2046;2,4438;2,1845;14,4682
IPCA Alimentação no domicílio;2022-05-31;5,8824;5,7758;2,3974;1,8797;13,367
IPCA Alimentação no domicílio;2022-06-01;7,0388;6,6233;2,9216;2,1845;12,6334
IPCA Alimentação no domicílio;2022-06-01;6,5786;5,9743;2,9385;2,1458;12,6334
IPCA Alimentação no domicílio;2022-06-01;6,468;6,2046;2,4438;2,1845;14,4682
IPCA Alimentação no domicílio;2022-06-01;5,8526;5,7512;2,3961;1,8559;13,3148
IPCA Alimentação no domicílio;2022-06-02;7,0388;6,6233;2,9216;2,1845;12,6334
IPCA Alimentação no domicílio;2022-06-02;6,5577;5,9466;2,9406;2,144;12,6334
IPCA Alimentação no domicílio;2022-06-02;6,5497;6,2312;2,4059;2,1845;14,4682
IPCA Alimentação no domicílio;2022-06-02;5,8976;5,7466;2,3676;1,8322;13,2626
IPCA Alimentação no domicílio;2022-06-03;7,5305;7,0128;2,9058;3,1746;12,5064
IPCA Alimentação no domicílio;2022-06-03;7,0227;6,2754;2,9327;2,9286;12,0169
IPCA Alimentação no domicílio;2022-06-03;6,6406;6,2312;2,512;2,1845;14,4682
IPCA Alimentação no domicílio;2022-06-03;5,9572;5,7192;2,4893;1,8084;13,2105
IPCA Alimentação no domicílio;2022-06-06;7,5183;7,4621;2,6511;3,1746;12,5064
IPCA Alimentação no domicílio;2022-06-06;6,7976;6,4496;2,6697;2,8979;11,9559
IPCA Alimentação no domicílio;2022-06-06;6,5837;6,1087;2,5268;2,1845;14,4682
IPCA Alimentação no domicílio;2022-06-06;5,8358;5,598;2,5151;1,7371;13,0543
IPCA Alimentação no domicílio;2022-06-07;8,0612;7,6613;2,2921;5,1438;12,5064
IPCA Alimentação no domicílio;2022-06-07;7,2564;6,8271;2,4304;4,2567;11,9355
IPCA Alimentação no domicílio;2022-06-07;6,5837;6,1087;2,5268;2,1845;14,4682
IPCA Alimentação no domicílio;2022-06-07;5,8064;5,5709;2,5158;1,7133;13,0022
IPCA Alimentação no domicílio;2022-06-08;7,5318;7,4621;2,5128;4,8198;12,5064
IPCA Alimentação no domicílio;2022-06-08;6,789;6,3749;2,5432;4,2251;11,9152
IPCA Alimentação no domicílio;2022-06-08;6,6188;6,1087;2,4894;2,1845;14,4682
IPCA Alimentação no domicílio;2022-06-08;5,8189;5,5438;2,4827;1,6671;12,9502
IPCA Alimentação no domicílio;2022-06-09;6,314;6,3749;2,6008;2,1335;11,6068
IPCA Alimentação no domicílio;2022-06-09;6,2941;6,345;2,5897;2,1499;11,5453
IPCA Alimentação no domicílio;2022-06-09;5,7839;5,5438;2,4452;1,6671;12,9502
IPCA Alimentação no domicílio;2022-06-09;5,768;5,5369;2,4374;1,6628;12,9039
IPCA Alimentação no domicílio;2022-06-10;5,9137;5,9033;1,8258;2,1335;10,8597
IPCA Alimentação no domicílio;2022-06-10;5,8742;5,8822;1,8094;2,1664;10,7874
IPCA Alimentação no domicílio;2022-06-10;5,9977;5,7875;1,9588;2,1335;12,6334
IPCA Alimentação no domicílio;2022-06-10;5,9604;5,7351;1,9487;2,1664;12,6334
IPCA Alimentação no domicílio;2022-06-13;5,9137;5,9033;1,8258;2,1335;10,8597
IPCA Alimentação no domicílio;2022-06-13;5,815;5,8;1,7863;2,2158;10,679
IPCA Alimentação no domicílio;2022-06-13;6,0264;5,9033;1,9985;2,1335;12,6334
IPCA Alimentação no domicílio;2022-06-13;5,9327;5,8;1,9737;2,2158;12,6334
IPCA Alimentação no domicílio;2022-06-14;5,896;5,9033;1,8416;2,1335;10,8597
IPCA Alimentação no domicílio;2022-06-14;5,7813;5,7626;1,7922;2,2322;10,6429
IPCA Alimentação no domicílio;2022-06-14;6,0121;5,9033;2,0111;2,1335;12,6334
IPCA Alimentação no domicílio;2022-06-14;5,9026;5,7626;1,9797;2,2322;12,6334
IPCA Alimentação no domicílio;2022-06-15;5,8863;5,9033;1,8499;2,1335;10,8597
IPCA Alimentação no domicílio;2022-06-15;5,7489;5,7252;1,7963;2,2487;10,6069
IPCA Alimentação no domicílio;2022-06-15;6,0305;5,9033;1,9902;2,1335;12,6334
IPCA Alimentação no domicílio;2022-06-15;5,8996;5,7252;1,9575;2,2487;12,6334
IPCA Alimentação no domicílio;2022-06-17;6,0506;5,8454;1,9726;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-17;5,8608;5,6407;1,9209;2,2816;12,9278
IPCA Alimentação no domicílio;2022-06-17;6,0366;5,8454;1,8526;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-17;5,8536;5,6407;1,8031;2,2816;12,9278
IPCA Alimentação no domicílio;2022-06-20;6,0435;5,9033;2,071;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-20;5,7844;5,6771;2,0037;2,3311;12,8173
IPCA Alimentação no domicílio;2022-06-20;6,0508;5,9145;1,881;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-20;5,809;5,6393;1,8199;2,3311;12,8173
IPCA Alimentação no domicílio;2022-06-21;6,0435;5,9033;2,071;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-21;5,7628;5,6564;1,9987;2,3475;12,7805
IPCA Alimentação no domicílio;2022-06-21;6,0508;5,9145;1,881;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-21;5,7889;5,624;1,8155;2,3475;12,7805
IPCA Alimentação no domicílio;2022-06-22;6,0435;5,9033;2,071;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-22;5,7413;5,6357;1,9939;2,364;12,7438
IPCA Alimentação no domicílio;2022-06-22;6,0508;5,9145;1,881;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-22;5,7687;5,6088;1,8112;2,364;12,7438
IPCA Alimentação no domicílio;2022-06-23;6,1028;5,9145;2,0753;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-23;5,7822;5,6263;1,9878;2,3805;12,707
IPCA Alimentação no domicílio;2022-06-23;6,0508;5,9145;1,881;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-23;5,7486;5,5935;1,8071;2,3805;12,707
IPCA Alimentação no domicílio;2022-06-24;6,3592;6,3465;1,8143;2,1335;9,2744
IPCA Alimentação no domicílio;2022-06-24;6,0923;6,0938;1,7207;2,397;9,2624
IPCA Alimentação no domicílio;2022-06-24;6,0976;5,9145;1,9246;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-24;5,7724;5,5783;1,8504;2,397;12,6702
IPCA Alimentação no domicílio;2022-06-27;6,3711;6,5903;1,8191;2,1335;9,2744
IPCA Alimentação no domicílio;2022-06-27;6,0151;6,0009;1,7113;2,4465;9,2601
IPCA Alimentação no domicílio;2022-06-27;6,1061;5,9145;1,9224;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-27;5,7173;5,5326;1,8381;2,4465;12,56
IPCA Alimentação no domicílio;2022-06-28;6,3711;6,5903;1,8191;2,1335;9,2744
IPCA Alimentação no domicílio;2022-06-28;5,9964;5,97;1,7069;2,463;9,2593
IPCA Alimentação no domicílio;2022-06-28;6,1061;5,9145;1,9224;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-28;5,6969;5,5174;1,8348;2,463;12,5233
IPCA Alimentação no domicílio;2022-06-29;6,3574;6,5903;1,838;2,1335;9,2744
IPCA Alimentação no domicílio;2022-06-29;5,9739;5,9391;1,708;2,4795;9,2586
IPCA Alimentação no domicílio;2022-06-29;6,1012;5,9145;1,9281;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-29;5,6752;5,5022;1,8333;2,4779;12,4866
IPCA Alimentação no domicílio;2022-06-30;6,3574;6,5903;1,838;2,1335;9,2744
IPCA Alimentação no domicílio;2022-06-30;5,9557;5,9082;1,7032;2,496;9,2578
IPCA Alimentação no domicílio;2022-06-30;6,1012;5,9145;1,9281;2,1335;13,2598
IPCA Alimentação no domicílio;2022-06-30;5,6549;5,4869;1,8301;2,4346;12,4499
IPCA Alimentação no domicílio;2022-07-01;6,1215;6,6801;1,9536;2,1335;8,6689
IPCA Alimentação no domicílio;2022-07-01;5,6082;6,1261;1,6358;2,5125;7,8246
IPCA Alimentação no domicílio;2022-07-01;6,112;5,9145;1,9098;2,1335;13,2598
IPCA Alimentação no domicílio;2022-07-01;5,6204;5,4717;1,774;2,3913;12,4133
IPCA Alimentação no domicílio;2022-07-04;6,6755;7,2911;2,0756;2,1335;8,6788
IPCA Alimentação no domicílio;2022-07-04;6,0483;6,6637;1,7254;2,5621;7,8406
IPCA Alimentação no domicílio;2022-07-04;6,1797;5,9257;1,924;2,1335;13,2598
IPCA Alimentação no domicílio;2022-07-04;5,6073;5,4644;1,7687;2,2614;12,3033
IPCA Alimentação no domicílio;2022-07-05;6,6961;7,2911;2,0473;2,1335;8,6788
IPCA Alimentação no domicílio;2022-07-05;6,0257;6,6443;1,711;2,5786;7,8085
IPCA Alimentação no domicílio;2022-07-05;6,1845;5,9257;1,9181;2,1335;13,2598
IPCA Alimentação no domicílio;2022-07-05;5,5857;5,4546;1,7638;2,2181;12,2667
IPCA Alimentação no domicílio;2022-07-06;6,5061;7,0327;1,9365;2,1335;8,6788
IPCA Alimentação no domicílio;2022-07-06;5,7811;6,5528;1,6615;2,5951;7,7764
IPCA Alimentação no domicílio;2022-07-06;6,1548;5,9145;1,9062;2,1335;13,2598
IPCA Alimentação no domicílio;2022-07-06;5,525;5,4282;1,7579;2,1749;12,2301
IPCA Alimentação no domicílio;2022-07-07;6,1806;6,2337;1,8796;2,1335;8,6788
IPCA Alimentação no domicílio;2022-07-07;5,4275;5,5983;1,6858;2,6116;7,7443
IPCA Alimentação no domicílio;2022-07-07;6,1636;5,9145;1,8978;2,1335;13,2598
IPCA Alimentação no domicílio;2022-07-07;5,5071;5,42;1,7492;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-08;5,5747;5,7969;1,505;2,6116;7,7443
IPCA Alimentação no domicílio;2022-07-08;5,56;5,7797;1,5015;2,6107;7,7194
IPCA Alimentação no domicílio;2022-07-08;5,5962;5,4943;1,73;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-08;5,5816;5,468;1,7258;2,1131;12,1614
IPCA Alimentação no domicílio;2022-07-11;5,4939;5,5569;1,3986;2,6116;8,0009
IPCA Alimentação no domicílio;2022-07-11;5,4107;5,4936;1,3826;2,6078;7,9257
IPCA Alimentação no domicílio;2022-07-11;5,6761;5,6452;1,7352;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-11;5,6094;5,6037;1,7185;2,0574;12,0651
IPCA Alimentação no domicílio;2022-07-12;5,612;5,5983;1,3419;2,6116;8,0009
IPCA Alimentação no domicílio;2022-07-12;5,4985;5,5556;1,3327;2,6068;7,9069
IPCA Alimentação no domicílio;2022-07-12;5,6998;5,6452;1,7123;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-12;5,6127;5,5933;1,6958;2,0388;12,0331
IPCA Alimentação no domicílio;2022-07-13;5,6907;5,9474;1,3794;2,6116;8,0009
IPCA Alimentação no domicílio;2022-07-13;5,5413;5,769;1,3598;2,6059;7,8881
IPCA Alimentação no domicílio;2022-07-13;5,7149;5,6452;1,7218;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-13;5,6068;5,583;1,6992;2,0203;12,001
IPCA Alimentação no domicílio;2022-07-14;5,806;5,9954;1,3629;2,6116;8,0009
IPCA Alimentação no domicílio;2022-07-14;5,6265;5,8154;1,3378;2,6049;7,8693
IPCA Alimentação no domicílio;2022-07-14;5,7149;5,6452;1,7218;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-14;5,5888;5,5726;1,6961;2,0017;11,969
IPCA Alimentação no domicílio;2022-07-15;5,6312;5,9474;1,3871;2,1317;8,0009
IPCA Alimentação no domicílio;2022-07-15;5,3841;5,6949;1,3742;1,9832;7,8505
IPCA Alimentação no domicílio;2022-07-15;5,7163;5,692;1,6033;2,1317;12,1935
IPCA Alimentação no domicílio;2022-07-15;5,5547;5,5944;1,5843;1,9832;11,9369
IPCA Alimentação no domicílio;2022-07-18;5,6914;6,0605;1,5059;2,1317;8,0009
IPCA Alimentação no domicílio;2022-07-18;5,3752;5,5581;1,4941;1,9275;7,7942
IPCA Alimentação no domicílio;2022-07-18;5,7165;5,8883;1,2969;2,1317;8,0009
IPCA Alimentação no domicílio;2022-07-18;5,476;5,5581;1,3;1,9275;7,7942
IPCA Alimentação no domicílio;2022-07-19;5,6854;6,0605;1,5426;2,1317;8,0009
IPCA Alimentação no domicílio;2022-07-19;5,3348;5,5125;1,5333;1,909;7,7754
IPCA Alimentação no domicílio;2022-07-19;5,7165;5,8883;1,2969;2,1317;8,0009
IPCA Alimentação no domicílio;2022-07-19;5,4542;5,5456;1,3019;1,909;7,7754
IPCA Alimentação no domicílio;2022-07-20;5,7433;6,0581;1,519;2,1317;8,0188
IPCA Alimentação no domicílio;2022-07-20;5,4025;5,6241;1,5044;1,8905;7,7567
IPCA Alimentação no domicílio;2022-07-20;5,749;5,9179;1,3142;2,1317;8,0188
IPCA Alimentação no domicílio;2022-07-20;5,4485;5,5473;1,3016;1,8905;7,7567
IPCA Alimentação no domicílio;2022-07-21;6,1001;6,0605;1,9144;2,1317;11,3521
IPCA Alimentação no domicílio;2022-07-21;5,679;5,641;1,8204;1,8719;10,4486
IPCA Alimentação no domicílio;2022-07-21;5,9072;5,9714;1,5882;2,1317;11,3521
IPCA Alimentação no domicílio;2022-07-21;5,5566;5,5647;1,522;1,8719;10,4486
IPCA Alimentação no domicílio;2022-07-22;6,7012;6,5879;1,504;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-22;6,0691;6,069;1,43;3,1545;10,3844
IPCA Alimentação no domicílio;2022-07-22;6,5546;6,4268;1,4827;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-22;5,9529;5,9937;1,4198;3,1545;10,3844
IPCA Alimentação no domicílio;2022-07-25;6,6626;6,5032;1,4682;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-25;5,9467;5,9651;1,3773;3,0309;10,1918
IPCA Alimentação no domicílio;2022-07-25;6,5473;6,4266;1,4701;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-25;5,8344;5,8471;1,3914;3,0309;10,1918
IPCA Alimentação no domicílio;2022-07-26;6,6884;6,5032;1,4395;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-26;5,9306;5,9258;1,3528;2,9897;10,1277
IPCA Alimentação no domicílio;2022-07-26;6,5699;6,4266;1,4468;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-26;5,8156;5,8039;1,372;2,9897;10,1277
IPCA Alimentação no domicílio;2022-07-27;6,6884;6,5032;1,4395;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-27;5,8909;5,8866;1,3513;2,9486;10,0637
IPCA Alimentação no domicílio;2022-07-27;6,5699;6,4266;1,4468;3,7749;11,3521
IPCA Alimentação no domicílio;2022-07-27;5,7761;5,7608;1,3708;2,9486;10,0637
IPCA Alimentação no domicílio;2022-07-28;6,492;6,4264;1,3669;3,1348;10,2393
IPCA Alimentação no domicílio;2022-07-28;5,6658;5,8325;1,3455;1,8039;8,6506
IPCA Alimentação no domicílio;2022-07-28;6,5303;6,4266;1,5117;3,1348;11,3521
IPCA Alimentação no domicílio;2022-07-28;5,6901;5,7177;1,4603;1,8039;9,9996
IPCA Alimentação no domicílio;2022-07-29;6,8589;6,7478;1,478;3,1348;11,068
IPCA Alimentação no domicílio;2022-07-29;5,8721;5,9421;1,4416;1,7409;9,8479
IPCA Alimentação no domicílio;2022-07-29;6,7907;6,7478;1,5764;3,1348;11,068
IPCA Alimentação no domicílio;2022-07-29;5,8406;5,9421;1,5047;1,7409;9,8479
IPCA Alimentação no domicílio;2022-08-01;6,9885;6,7705;1,6649;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-01;5,8522;5,8566;1,684;1,5523;11,3492
IPCA Alimentação no domicílio;2022-08-01;6,8904;6,7705;1,7185;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-01;5,7994;5,8566;1,6855;1,5523;11,3492
IPCA Alimentação no domicílio;2022-08-02;7,0234;6,7745;1,6715;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-02;5,8289;5,8165;1,7029;1,4895;11,3319
IPCA Alimentação no domicílio;2022-08-02;6,8904;6,7705;1,7185;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-02;5,756;5,8158;1,6865;1,4895;11,3319
IPCA Alimentação no domicílio;2022-08-03;6,9554;6,7705;1,7044;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-03;5,729;5,7748;1,7186;1,4268;11,3146
IPCA Alimentação no domicílio;2022-08-03;6,8649;6,7705;1,7466;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-03;5,6874;5,7748;1,709;1,4268;11,3146
IPCA Alimentação no domicílio;2022-08-04;7,0533;6,7745;1,611;4,2741;11,7818
IPCA Alimentação no domicílio;2022-08-04;5,7947;5,7488;1,5965;2,9547;11,2974
IPCA Alimentação no domicílio;2022-08-04;6,8649;6,7705;1,7466;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-04;5,644;5,7268;1,7101;1,3641;11,2974
IPCA Alimentação no domicílio;2022-08-05;6,6776;6,5825;2,2848;4,1549;11,7818
IPCA Alimentação no domicílio;2022-08-05;5,379;5,246;2,313;2,7302;11,2801
IPCA Alimentação no domicílio;2022-08-05;6,8383;6,7705;1,7438;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-05;5,551;5,5519;1,7403;1,3014;11,2801
IPCA Alimentação no domicílio;2022-08-08;6,6776;6,5825;2,2848;4,1549;11,7818
IPCA Alimentação no domicílio;2022-08-08;5,2457;5,0641;2,3204;2,578;11,2283
IPCA Alimentação no domicílio;2022-08-08;6,8383;6,7705;1,7438;3,1348;11,7818
IPCA Alimentação no domicílio;2022-08-08;5,4189;5,405;1,7478;1,1136;11,2283
IPCA Alimentação no domicílio;2022-08-09;5,2644;5,0641;2,3072;2,578;11,2283
IPCA Alimentação no domicílio;2022-08-09;5,247;5,0412;2,3018;2,5727;11,2262
IPCA Alimentação no domicílio;2022-08-09;5,4249;5,405;1,7426;1,1136;11,2283
IPCA Alimentação no domicílio;2022-08-09;5,4063;5,3779;1,7405;1,0992;11,2262
IPCA Alimentação no domicílio;2022-08-10;5,2452;5,0105;2,2351;2,578;11,2283
IPCA Alimentação no domicílio;2022-08-10;5,2109;4,9741;2,2249;2,5674;11,2241
IPCA Alimentação no domicílio;2022-08-10;5,4198;5,405;1,7436;1,1136;11,2283
IPCA Alimentação no domicílio;2022-08-10;5,3827;5,3507;1,7394;1,0849;11,2241
IPCA Alimentação no domicílio;2022-08-11;5,3635;5,1871;2,1924;2,578;11,2283
IPCA Alimentação no domicílio;2022-08-11;5,3098;5,0904;2,177;2,5621;11,2219
IPCA Alimentação no domicílio;2022-08-11;5,4285;5,468;1,7426;1,1136;11,2283
IPCA Alimentação no domicílio;2022-08-11;5,372;5,3892;1,7366;1,0705;11,2219
IPCA Alimentação no domicílio;2022-08-12;5,2239;5,3214;1,9921;2,3789;10,3899
IPCA Alimentação no domicílio;2022-08-12;5,1823;5,282;1,9811;2,3259;10,3786
IPCA Alimentação no domicílio;2022-08-12;5,4302;5,4912;1,7047;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-12;5,357;5,3953;1,6932;1,0562;10,3786
IPCA Alimentação no domicílio;2022-08-15;5,255;5,3214;1,8742;2,3789;10,3899
IPCA Alimentação no domicílio;2022-08-15;5,1718;5,2524;1,856;2,2862;10,3702
IPCA Alimentação no domicílio;2022-08-15;5,4505;5,4912;1,6981;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-15;5,3203;5,3028;1,681;1,0132;10,3702
IPCA Alimentação no domicílio;2022-08-16;5,414;5,4516;1,856;2,3789;10,3899
IPCA Alimentação no domicílio;2022-08-16;5,3134;5,2426;1,8391;2,2729;10,3674
IPCA Alimentação no domicílio;2022-08-16;5,4505;5,4912;1,6981;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-16;5,3017;5,272;1,6791;0,9989;10,3674
IPCA Alimentação no domicílio;2022-08-17;5,3153;5,4516;1,9211;2,3789;10,3899
IPCA Alimentação no domicílio;2022-08-17;5,2302;5,2328;1,8764;2,2597;10,3645
IPCA Alimentação no domicílio;2022-08-17;5,4411;5,4912;1,7087;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-17;5,2808;5,2489;1,6795;0,9845;10,3645
IPCA Alimentação no domicílio;2022-08-18;5,0468;5,3037;1,8794;2,3789;10,3899
IPCA Alimentação no domicílio;2022-08-18;4,9767;5,0387;1,8343;2,2465;10,3617
IPCA Alimentação no domicílio;2022-08-18;5,2646;5,3139;1,6545;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-18;5,1022;5,2066;1,6091;0,9702;10,3617
IPCA Alimentação no domicílio;2022-08-19;4,4559;4,5434;1,2905;1,4751;7,5962
IPCA Alimentação no domicílio;2022-08-19;4,3778;4,5029;1,2625;1,6556;7,4228
IPCA Alimentação no domicílio;2022-08-19;4,712;4,8864;1,6033;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-19;4,6073;4,7051;1,5725;0,9559;10,3589
