Indicador;Data;Media;Mediana;DesvioPadrao;Minimo;Maximo
IPCA Alimentação no domicílio;2022-08-22;4,6245;4,5921;1,5537;1,4751;10,3899
IPCA Alimentação no domicílio;2022-08-22;4,5178;4,5157;1,5281;1,7049;10,3504
IPCA Alimentação no domicílio;2022-08-22;4,6531;4,8864;1,5668;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-22;4,5332;4,6527;1,5499;0,9129;10,3504
IPCA Alimentação no domicílio;2022-08-23;4,6245;4,5921;1,5537;1,4751;10,3899
IPCA Alimentação no domicílio;2022-08-23;4,5102;4,514;1,5274;1,7213;10,3476
IPCA Alimentação no domicílio;2022-08-23;4,6531;4,8864;1,5668;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-23;4,5246;4,6288;1,5498;0,8986;10,3476
IPCA Alimentação no domicílio;2022-08-24;4,6311;4,5921;1,5565;1,4751;10,3899
IPCA Alimentação no domicílio;2022-08-24;4,506;4,5123;1,5282;1,7377;10,3448
IPCA Alimentação no domicílio;2022-08-24;4,6586;4,8864;1,5691;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-24;4,519;4,6022;1,5509;0,8843;10,3448
IPCA Alimentação no domicílio;2022-08-25;4,6047;4,5921;1,5434;1,4751;10,3899
IPCA Alimentação no domicílio;2022-08-25;4,4639;4,4543;1,5208;1,7542;10,342
IPCA Alimentação no domicílio;2022-08-25;4,6259;4,7433;1,5548;1,1136;10,3899
IPCA Alimentação no domicílio;2022-08-25;4,4831;4,55;1,5462;0,87;10,342
IPCA Alimentação no domicílio;2022-08-26;5,4124;5,2255;1,6541;2,9026;9,1177
IPCA Alimentação no domicílio;2022-08-26;5,2892;4,8816;1,6457;2,7418;9,0613
IPCA Alimentação no domicílio;2022-08-26;4,5562;4,6227;1,4649;1,1136;9,1177
IPCA Alimentação no domicílio;2022-08-26;4,4044;4,5006;1,4616;0,8557;9,0613
IPCA Alimentação no domicílio;2022-08-29;4,775;4,4981;1,8488;1,2073;9,1177
IPCA Alimentação no domicílio;2022-08-29;4,6409;4,4911;1,8477;1,1827;9,0518
IPCA Alimentação no domicílio;2022-08-29;4,4212;4,4981;1,4707;1,2073;9,1177
IPCA Alimentação no domicílio;2022-08-29;4,2693;4,2897;1,4641;1,1827;9,0518
IPCA Alimentação no domicílio;2022-08-30;4,7544;4,446;1,7818;1,2073;9,1177
IPCA Alimentação no domicílio;2022-08-30;4,6065;4,3722;1,7943;1,1816;9,0487
IPCA Alimentação no domicílio;2022-08-30;4,4217;4,446;1,4512;1,2073;9,1177
IPCA Alimentação no domicílio;2022-08-30;4,2606;4,2827;1,4502;1,1816;9,0487
IPCA Alimentação no domicílio;2022-08-31;4,565;4,2845;1,8582;1,2073;9,1177
IPCA Alimentação no domicílio;2022-08-31;4,4282;4,1824;1,8732;1,1804;9,0456
IPCA Alimentação no domicílio;2022-08-31;4,3413;4,2845;1,4535;1,2073;9,1177
IPCA Alimentação no domicílio;2022-08-31;4,1742;4,2077;1,4515;1,1804;9,0456
IPCA Alimentação no domicílio;2022-09-01;4,5205;4,1447;1,9819;1,2073;9,1177
IPCA Alimentação no domicílio;2022-09-01;4,4463;4,1964;2,0019;1,1792;9,0424
IPCA Alimentação no domicílio;2022-09-01;4,3413;4,2845;1,4535;1,2073;9,1177
IPCA Alimentação no domicílio;2022-09-01;4,167;4,2272;1,4531;1,1792;9,0424
IPCA Alimentação no domicílio;2022-09-02;3,9297;3,8729;1,698;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-02;3,9722;3,8645;1,7567;1,1781;8,1171
IPCA Alimentação no domicílio;2022-09-02;4,1833;4,1123;1,3417;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-02;4,0168;4,0879;1,3665;1,1781;8,1171
IPCA Alimentação no domicílio;2022-09-05;4,0755;4,0411;1,659;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-05;4,0522;4,0411;1,6789;1,1746;8,1848
IPCA Alimentação no domicílio;2022-09-05;4,2107;4,1133;1,3329;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-05;4,038;4,1062;1,3711;1,1746;8,1848
IPCA Alimentação no domicílio;2022-09-06;4,1905;3,9916;1,7058;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-06;4,1348;4,0013;1,7425;1,1734;8,2073
IPCA Alimentação no domicílio;2022-09-06;4,1957;4,1015;1,331;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-06;4,0192;4,1064;1,379;1,1734;8,2073
IPCA Alimentação no domicílio;2022-09-08;4,2795;4,1246;1,6997;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-08;4,2232;4,0937;1,7409;1,1711;8,2524
IPCA Alimentação no domicílio;2022-09-08;4,1957;4,1015;1,331;1,2073;7,5552
IPCA Alimentação no domicílio;2022-09-08;4,0071;4,1067;1,3867;1,1711;8,2524
IPCA Alimentação no domicílio;2022-09-09;4,0337;3,9175;1,8067;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-09;4,0463;3,9476;1,8075;0,2108;9,4307
IPCA Alimentação no domicílio;2022-09-09;3,9282;4,0296;1,5;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-09;3,9363;4,0402;1,4989;0,2108;9,4307
IPCA Alimentação no domicílio;2022-09-12;3,9815;3,9175;1,9393;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-12;4,0254;4,0378;1,9378;0,2925;9,5
IPCA Alimentação no domicílio;2022-09-12;3,8444;3,9757;1,5941;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-12;3,877;4,0378;1,5868;0,2925;9,5
IPCA Alimentação no domicílio;2022-09-13;3,9175;3,8752;1,9554;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-13;3,981;3,992;1,9552;0,3197;9,5231
IPCA Alimentação no domicílio;2022-09-13;3,8071;3,8992;1,5822;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-13;3,8516;3,992;1,5738;0,3197;9,5231
IPCA Alimentação no domicílio;2022-09-14;3,7993;3,8358;1,8707;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-14;3,8795;3,9628;1,8751;0,347;9,5462
IPCA Alimentação no domicílio;2022-09-14;3,7999;3,8752;1,5813;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-14;3,8544;3,9716;1,5716;0,347;9,5462
IPCA Alimentação no domicílio;2022-09-15;3,6906;3,8091;1,9063;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-15;3,7857;3,9343;1,907;0,3742;9,5694
IPCA Alimentação no domicílio;2022-09-15;3,7702;3,8752;1,6157;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-15;3,8349;3,9817;1,6018;0,3742;9,5694
IPCA Alimentação no domicílio;2022-09-16;3,2123;3,2308;1,6568;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-16;3,3788;3,2982;1,6451;0,4015;9,5925
IPCA Alimentação no domicílio;2022-09-16;3,2883;3,3359;1,5991;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-16;3,4431;3,4344;1,5884;0,4015;9,5925
IPCA Alimentação no domicílio;2022-09-19;3,3855;3,3641;1,7375;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-19;3,6211;3,5742;1,7197;0,4834;9,6619
IPCA Alimentação no domicílio;2022-09-19;3,3195;3,3196;1,6966;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-19;3,5417;3,4269;1,6859;0,4834;9,6619
IPCA Alimentação no domicílio;2022-09-20;3,3678;3,3521;1,7526;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-20;3,6219;3,5696;1,7319;0,5107;9,6851
IPCA Alimentação no domicílio;2022-09-20;3,3195;3,3196;1,6966;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-20;3,562;3,448;1,6857;0,5107;9,6851
IPCA Alimentação no domicílio;2022-09-21;3,3761;3,3521;1,7556;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-21;3,6556;3,5857;1,7355;0,538;9,7082
IPCA Alimentação no domicílio;2022-09-21;3,3195;3,3196;1,6966;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-21;3,5822;3,4691;1,6855;0,538;9,7082
IPCA Alimentação no domicílio;2022-09-22;3,3515;3,3521;1,7651;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-22;3,6524;3,6019;1,7475;0,5653;9,7314
IPCA Alimentação no domicílio;2022-09-22;3,3134;3,3196;1,6998;0,1835;9,4076
IPCA Alimentação no domicílio;2022-09-22;3,5964;3,4901;1,6899;0,5653;9,7314
IPCA Alimentação no domicílio;2022-09-23;3,3102;3,3407;1,8833;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-23;3,6474;3,4511;1,8709;-0,7731;9,7545
IPCA Alimentação no domicílio;2022-09-23;3,2931;3,3754;1,737;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-23;3,5985;3,6284;1,7468;-0,7731;9,7545
IPCA Alimentação no domicílio;2022-09-26;3,2359;3,0258;1,8902;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-26;3,6533;3,2849;1,8769;-0,6993;9,8241
IPCA Alimentação no domicílio;2022-09-26;3,2638;3,285;1,7417;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-26;3,6481;3,6644;1,7532;-0,6993;9,8241
IPCA Alimentação no domicílio;2022-09-27;3,2306;3,0258;1,888;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-27;3,6761;3,2998;1,8764;-0,6747;9,8473
IPCA Alimentação no domicílio;2022-09-27;3,2597;3,285;1,7399;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-27;3,6692;3,6764;1,7546;-0,6747;9,8473
IPCA Alimentação no domicílio;2022-09-28;3,2152;2,8699;1,8674;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-28;3,6591;3,29;1,8708;-0,6501;9,8704
IPCA Alimentação no domicílio;2022-09-28;3,2485;3,285;1,7423;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-28;3,682;3,6885;1,7633;-0,6501;9,8704
IPCA Alimentação no domicílio;2022-09-29;3,247;3,0258;1,8796;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-29;3,7188;3,3297;1,8797;-0,6254;9,8936
IPCA Alimentação no domicílio;2022-09-29;3,2485;3,285;1,7423;-1,1411;9,4076
IPCA Alimentação no domicílio;2022-09-29;3,7038;3,7005;1,7652;-0,6254;9,8936
IPCA Alimentação no domicílio;2022-09-30;3,5599;3,4549;2,0082;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-09-30;4,0399;4,4576;2,108;-0,4442;9,9168
IPCA Alimentação no domicílio;2022-09-30;3,1956;3,285;1,6994;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-09-30;3,6903;3,7125;1,7306;-0,4442;9,9168
IPCA Alimentação no domicílio;2022-10-03;3,5614;3,4549;2,0071;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-03;4,1169;4,5333;2,1176;-0,3664;9,9865
IPCA Alimentação no domicílio;2022-10-03;3,1962;3,285;1,699;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-03;3,7621;3,7486;1,7355;-0,3664;9,9865
IPCA Alimentação no domicílio;2022-10-04;3,5539;3,3183;2,0645;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-04;4,1275;4,0103;2,1845;-0,3405;10,0097
IPCA Alimentação no domicílio;2022-10-04;3,2002;3,285;1,7016;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-04;3,7889;3,7606;1,7412;-0,3405;10,0097
IPCA Alimentação no domicílio;2022-10-05;3,61;3,4549;2,111;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-05;4,2855;4,624;2,1791;-0,3145;10,0329
IPCA Alimentação no domicílio;2022-10-05;3,2002;3,285;1,7016;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-05;3,8116;3,7726;1,7439;-0,3145;10,0329
IPCA Alimentação no domicílio;2022-10-06;3,5723;3,3183;2,0574;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-06;4,1851;4,048;2,183;-0,2886;10,0561
IPCA Alimentação no domicílio;2022-10-06;3,2065;3,285;1,6999;-1,0128;9,4076
IPCA Alimentação no domicílio;2022-10-06;3,8389;3,7846;1,7417;-0,2886;10,0561
IPCA Alimentação no domicílio;2022-10-07;3,8386;3,7455;2,1938;-0,6446;9,4076
IPCA Alimentação no domicílio;2022-10-07;4,5164;4,8505;2,3502;-0,0741;10,0794
IPCA Alimentação no domicílio;2022-10-07;3,2184;3,216;1,7173;-0,6446;9,4076
IPCA Alimentação no domicílio;2022-10-07;3,8575;3,6176;1,7657;-0,0741;10,0794
IPCA Alimentação no domicílio;2022-10-10;3,714;3,9908;2,1635;-0,6446;9,4076
IPCA Alimentação no domicílio;2022-10-10;4,4538;4,9913;2,3238;-0,0149;10,1491
IPCA Alimentação no domicílio;2022-10-10;3,2327;3,216;1,7163;-0,6446;9,4076
IPCA Alimentação no domicílio;2022-10-10;3,9452;3,6776;1,7797;-0,0149;10,1491
IPCA Alimentação no domicílio;2022-10-11;4,442;4,9913;2,3108;-0,0149;10,1491
IPCA Alimentação no domicílio;2022-10-11;4,4529;4,9887;2,3076;-0,0232;10,1611
IPCA Alimentação no domicílio;2022-10-11;3,9693;3,7572;1,7675;-0,0149;10,1491
IPCA Alimentação no domicílio;2022-10-11;3,981;3,7769;1,7641;-0,0232;10,1611
IPCA Alimentação no domicílio;2022-10-13;4,5094;5,0838;2,2658;-0,0149;10,1491
IPCA Alimentação no domicílio;2022-10-13;4,539;5,089;2,2558;-0,0398;10,1851
IPCA Alimentação no domicílio;2022-10-13;3,9748;3,7572;1,7719;-0,0149;10,1491
IPCA Alimentação no domicílio;2022-10-13;4,0092;3,8162;1,761;-0,0398;10,1851
IPCA Alimentação no domicílio;2022-10-14;4,2902;4,1425;2,0722;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-14;4,3233;4,2165;2,0755;-0,2885;9,5005
IPCA Alimentação no domicílio;2022-10-14;3,979;3,8679;1,7378;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-14;4,0255;3,9027;1,7271;-0,2885;9,5005
IPCA Alimentação no domicílio;2022-10-17;4,2732;4,2992;2,1892;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-17;4,3124;4,443;2,1998;-0,3143;9,5865
IPCA Alimentação no domicílio;2022-10-17;4,0301;3,8881;1,7528;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-17;4,0937;3,9171;1,7438;-0,3143;9,5865
IPCA Alimentação no domicílio;2022-10-18;4,2919;4,2915;2,1697;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-18;4,3271;4,302;2,1956;-0,3229;9,6152
IPCA Alimentação no domicílio;2022-10-18;4,0041;3,8881;1,7387;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-18;4,0752;3,9299;1,7296;-0,3229;9,6152
IPCA Alimentação no domicílio;2022-10-19;4,3225;4,2915;2,0869;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-19;4,3574;4,3024;2,1142;-0,3315;9,6438
IPCA Alimentação no domicílio;2022-10-19;4,0031;3,8881;1,7379;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-19;4,0833;3,9446;1,7283;-0,3315;9,6438
IPCA Alimentação no domicílio;2022-10-20;4,1919;4,0789;1,8416;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-20;4,2241;4,1809;1,8757;-0,3401;9,6725
IPCA Alimentação no domicílio;2022-10-20;3,9887;3,9345;1,716;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-20;4,0681;3,9988;1,7111;-0,3401;9,6725
IPCA Alimentação no domicílio;2022-10-21;3,9827;4,0214;1,5205;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-21;3,9866;4,0778;1,5576;-0,3488;9,7012
IPCA Alimentação no domicílio;2022-10-21;3,9358;4,0162;1,5329;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-21;3,9581;4,0519;1,5609;-0,3488;9,7012
IPCA Alimentação no domicílio;2022-10-24;4,0243;4,0162;1,4819;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-24;4,0394;4,0767;1,5391;-0,3746;9,7874
IPCA Alimentação no domicílio;2022-10-24;3,9745;4,0214;1,5187;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-24;4,0004;4,0928;1,5611;-0,3746;9,7874
IPCA Alimentação no domicílio;2022-10-25;3,9703;3,9885;1,519;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-25;3,9844;3,9731;1,584;-0,3832;9,8161
IPCA Alimentação no domicílio;2022-10-25;3,9361;4,0214;1,5347;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-25;3,9587;4,0978;1,5833;-0,3832;9,8161
IPCA Alimentação no domicílio;2022-10-26;3,9446;3,9608;1,5197;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-26;3,9583;3,8701;1,5922;-0,3918;9,8449
IPCA Alimentação no domicílio;2022-10-26;3,9393;4,0214;1,5335;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-26;3,9619;4,1028;1,5866;-0,3918;9,8449
IPCA Alimentação no domicílio;2022-10-27;3,9019;3,7698;1,5846;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-27;3,8993;3,794;1,6556;-0,4004;9,8736
IPCA Alimentação no domicílio;2022-10-27;3,9274;3,9143;1,534;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-27;3,945;3,8566;1,5965;-0,4004;9,8736
IPCA Alimentação no domicílio;2022-10-28;4,6059;4,4068;2,0692;1,2717;9,3859
IPCA Alimentação no domicílio;2022-10-28;4,5967;4,2947;2,1536;1,1023;9,9024
IPCA Alimentação no domicílio;2022-10-28;3,955;3,9143;1,5787;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-28;3,958;3,8659;1,6261;-0,409;9,9024
IPCA Alimentação no domicílio;2022-10-31;4,4909;4,364;2,0722;1,2717;9,3859
IPCA Alimentação no domicílio;2022-10-31;4,4767;4,2479;2,171;1,0741;9,9887
IPCA Alimentação no domicílio;2022-10-31;3,9559;3,9143;1,5778;-0,254;9,3859
IPCA Alimentação no domicílio;2022-10-31;3,9571;3,8938;1,6385;-0,4348;9,9887
IPCA Alimentação no domicílio;2022-11-01;4,6827;4,364;2,0378;2,3096;9,3859
IPCA Alimentação no domicílio;2022-11-01;4,6872;4,2424;2,1362;2,3389;10,0175
IPCA Alimentação no domicílio;2022-11-01;3,9559;3,9143;1,5778;-0,254;9,3859
IPCA Alimentação no domicílio;2022-11-01;3,9572;3,9031;1,6424;-0,4434;10,0175
IPCA Alimentação no domicílio;2022-11-03;4,6323;4,0516;1,9904;2,3096;9,3859
IPCA Alimentação no domicílio;2022-11-03;4,6462;4,0666;2,09;2,3314;10,0751
IPCA Alimentação no domicílio;2022-11-03;3,9667;3,9143;1,5741;-0,254;9,3859
IPCA Alimentação no domicílio;2022-11-03;3,9598;3,9218;1,6499;-0,4606;10,0751
IPCA Alimentação no domicílio;2022-11-04;4,8226;4,364;2,0044;2,0234;9,8013
IPCA Alimentação no domicílio;2022-11-04;4,8312;4,2706;2,0406;1,922;10,0799
IPCA Alimentação no domicílio;2022-11-04;4,1481;4,0684;1,7368;-0,254;9,8013
IPCA Alimentação no domicílio;2022-11-04;4,114;4,1884;1,7892;-0,4692;10,0799
IPCA Alimentação no domicílio;2022-11-07;4,8891;4,1928;2,0379;2,0234;9,8013
IPCA Alimentação no domicílio;2022-11-07;4,8832;4,28;2,0894;1,9098;10,1134
IPCA Alimentação no domicílio;2022-11-07;4,1713;4,1387;1,7361;-0,254;9,8013
IPCA Alimentação no domicílio;2022-11-07;4,1286;4,2052;1,7956;-0,495;10,1134
IPCA Alimentação no domicílio;2022-11-08;4,8891;4,1928;2,0379;2,0234;9,8013
IPCA Alimentação no domicílio;2022-11-08;4,883;4,2831;2,0915;1,9057;10,1245
IPCA Alimentação no domicílio;2022-11-08;4,1713;4,1387;1,7361;-0,254;9,8013
IPCA Alimentação no domicílio;2022-11-08;4,1271;4,1994;1,7987;-0,5036;10,1245
IPCA Alimentação no domicílio;2022-11-09;4,8401;4,1928;2,0776;2,0234;9,8013
IPCA Alimentação no domicílio;2022-11-09;4,821;4,2862;2,144;1,9017;10,1357
IPCA Alimentação no domicílio;2022-11-09;4,1526;4,1387;1,7465;-0,254;9,8013
IPCA Alimentação no domicílio;2022-11-09;4,1019;4,2022;1,8149;-0,5122;10,1357
IPCA Alimentação no domicílio;2022-11-10;4,9689;4,4227;2,0786;1,9017;10,1357
IPCA Alimentação no domicílio;2022-11-10;4,9684;4,4229;2,0786;1,9217;10,1437
IPCA Alimentação no domicílio;2022-11-10;4,1215;4,2022;1,8278;-0,5122;10,1357
IPCA Alimentação no domicílio;2022-11-10;4,1244;4,209;1,8265;-0,502;10,1437
IPCA Alimentação no domicílio;2022-11-11;4,6433;4,5033;2,1301;1,5281;10,6485
IPCA Alimentação no domicílio;2022-11-11;4,6341;4,4638;2,1307;1,5211;10,6644
IPCA Alimentação no domicílio;2022-11-11;4,1397;4,2022;1,8019;-0,5122;10,6485
IPCA Alimentação no domicílio;2022-11-11;4,1417;4,214;1,7994;-0,4917;10,6644
IPCA Alimentação no domicílio;2022-11-14;4,7668;4,5144;2,1213;1,5281;10,6485
IPCA Alimentação no domicílio;2022-11-14;4,7391;4,4293;2,1288;1,5106;10,6883
IPCA Alimentação no domicílio;2022-11-14;4,1212;4,1982;1,8115;-0,5122;10,6485
IPCA Alimentação no domicílio;2022-11-14;4,1272;4,1988;1,8063;-0,4609;10,6883
IPCA Alimentação no domicílio;2022-11-16;4,6945;4,5144;2,1138;1,5281;10,6485
IPCA Alimentação no domicílio;2022-11-16;4,6308;4,3953;2,1287;1,5037;10,7042
IPCA Alimentação no domicílio;2022-11-16;4,1752;4,1982;1,7872;-0,5122;10,6485
IPCA Alimentação no domicílio;2022-11-16;4,1692;4,2112;1,778;-0,4404;10,7042
IPCA Alimentação no domicílio;2022-11-17;4,7742;4,5144;1,9617;1,5281;10,6485
IPCA Alimentação no domicílio;2022-11-17;4,6867;4,3783;1,9855;1,5002;10,7121
IPCA Alimentação no domicílio;2022-11-17;4,2093;4,2022;1,795;-0,5122;10,6485
IPCA Alimentação no domicílio;2022-11-17;4,1886;4,2241;1,7859;-0,4302;10,7121
IPCA Alimentação no domicílio;2022-11-18;4,502;4,3808;1,7479;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-18;4,3723;4,234;1,7525;0,1751;10,7201
IPCA Alimentação no domicílio;2022-11-18;4,6014;4,3888;1,7322;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-18;4,4867;4,3342;1,7428;0,1751;10,7201
IPCA Alimentação no domicílio;2022-11-21;4,5226;4,3888;1,6428;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-21;4,3373;4,308;1,6513;0,1196;10,7439
IPCA Alimentação no domicílio;2022-11-21;4,5807;4,3827;1,7431;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-21;4,4236;4,2148;1,757;0,1196;10,7439
IPCA Alimentação no domicílio;2022-11-22;4,5226;4,3888;1,6428;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-22;4,3219;4,2889;1,6527;0,1011;10,7519
IPCA Alimentação no domicílio;2022-11-22;4,5807;4,3827;1,7431;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-22;4,4106;4,2155;1,7588;0,1011;10,7519
IPCA Alimentação no domicílio;2022-11-23;4,5566;4,4406;1,6355;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-23;4,3544;4,2965;1,6467;0,0826;10,7599
IPCA Alimentação no domicílio;2022-11-23;4,5824;4,3827;1,743;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-23;4,3984;4,2162;1,7606;0,0826;10,7599
IPCA Alimentação no domicílio;2022-11-24;4,5105;4,3827;1,6811;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-24;4,285;4,182;1,7007;0,0641;10,7678
IPCA Alimentação no domicílio;2022-11-24;4,5961;4,3827;1,722;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-24;4,3913;4,2169;1,7533;0,0641;10,7678
IPCA Alimentação no domicílio;2022-11-25;5,1337;4,5567;2,5777;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-25;4,9501;4,5396;2,719;0,0456;10,7758
IPCA Alimentação no domicílio;2022-11-25;4,6357;4,4406;1,7261;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-25;4,4147;4,283;1,7679;0,0456;10,7758
IPCA Alimentação no domicílio;2022-11-28;5,3377;5,3173;2,2025;2,336;10,6485
IPCA Alimentação no domicílio;2022-11-28;5,1199;4,6613;2,3546;1,6994;10,7997
IPCA Alimentação no domicílio;2022-11-28;4,6126;4,4406;1,7198;0,3418;10,6485
IPCA Alimentação no domicílio;2022-11-28;4,3526;4,253;1,7676;-0,0099;10,7997
IPCA Alimentação no domicílio;2022-11-29;5,279;4,7975;2,1018;2,336;10,6485
